TransactionID,Date,Time,CustomerID,Age,Gender,Location,StoreID,OnlineOrderFlag,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,PromotionApplied,DiscountAmount,GiftWrap,ShippingMethod,DeliveryTime,Weather,Event,CustomerSatisfaction,ReturnFlag,Year,Month,Day,DayName,CalculateRevenue,AgeGroup
736,2021-11-17,21:06:46,327,26,Female,City_8,Online,True,164,Toys_Product,Toys,4,86.84424716,347.3769886,Credit Card,True,0.0,True,Standard,5.0,Snowy,Christmas Market,4,True,2021,11,17,Wednesday,347.37698864,Adult
737,2020-11-22,22:16:58,276,24,Female,City_5,17.0,False,331,Toys_Product,Toys,2,82.3063852,164.6127704,Online Payment,True,16.46127704,False,In-Store,0.0,Snowy,Black Friday,4,True,2020,11,22,Sunday,164.6127704,Youth
738,2022-11-19,8:27:00,121,57,Female,City_19,Online,True,196,Toys_Product,Toys,4,74.49064238,297.9625695,Online Payment,True,0.0,True,Express,2.0,Sunny,No Events,4,True,2022,11,19,Saturday,297.96256952,Senior
739,2023-12-03,1:10:33,331,55,Male,City_9,Online,True,498,Clothing_Product,Clothing,5,13.7386179,68.69308949,Online Payment,False,0.0,True,Overnight,2.0,Rainy,No Events,1,True,2023,12,3,Sunday,68.6930895,Senior
740,2018-12-17,21:00:04,116,27,Male,City_15,Online,True,128,Toys_Product,Toys,5,21.11943912,105.5971956,Online Payment,False,0.0,False,Standard,1.0,Sunny,No Events,5,True,2018,12,17,Monday,105.59719559999999,Adult
741,2021-11-07,6:07:03,52,25,Male,City_8,Online,True,720,Decorations_Product,Decorations,1,31.89433925,31.89433925,Cash,True,0.0,False,Overnight,5.0,Rainy,Christmas Market,3,False,2021,11,7,Sunday,31.89433925,Youth
742,2018-12-23,14:38:32,202,36,Female,City_6,29.0,False,136,Toys_Product,Toys,3,44.74362853,134.2308856,Online Payment,False,13.42308856,False,In-Store,0.0,Rainy,Black Friday,3,False,2018,12,23,Sunday,134.23088559,Mid-Age
743,2023-11-16,6:30:23,133,23,Other,City_7,Online,True,148,Toys_Product,Toys,4,38.78692009,155.1476804,Online Payment,True,0.0,False,Standard,1.0,Snowy,Christmas Market,2,False,2023,11,16,Thursday,155.14768036,Youth
744,2020-12-13,19:05:09,393,21,Female,City_19,40.0,False,414,Toys_Product,Toys,2,69.69186918,139.3837384,Cash,False,13.93837384,True,In-Store,0.0,Rainy,Black Friday,4,True,2020,12,13,Sunday,139.38373836,Youth
745,2023-12-04,12:27:21,328,21,Female,City_7,Online,True,571,Toys_Product,Toys,2,82.34233939,164.6846788,Debit Card,False,0.0,True,Standard,1.0,Rainy,No Events,4,True,2023,12,4,Monday,164.68467878,Youth
746,2019-12-23,23:50:13,498,31,Other,City_1,22.0,False,479,Food_Product,Food,5,74.50841893,372.5420946,Debit Card,False,0.0,True,In-Store,0.0,Rainy,Christmas Market,4,True,2019,12,23,Monday,372.54209465,Adult
747,2023-11-13,9:12:39,37,46,Female,City_8,Online,True,45,Decorations_Product,Decorations,4,27.46053362,109.8421345,Cash,True,10.98421345,False,Express,3.0,Snowy,Black Friday,1,True,2023,11,13,Monday,109.84213448,Mid-Age
748,2020-12-14,19:34:36,311,35,Other,City_9,92.0,False,578,Food_Product,Food,2,18.3518683,36.70373659,Debit Card,True,3.670373659,True,In-Store,0.0,Rainy,Black Friday,5,True,2020,12,14,Monday,36.7037366,Adult
749,2023-11-12,21:26:20,67,51,Female,City_11,38.0,False,751,Decorations_Product,Decorations,3,88.32840168,264.985205,Online Payment,True,0.0,False,In-Store,0.0,Snowy,Christmas Market,3,False,2023,11,12,Sunday,264.98520504,Senior
750,2019-11-12,0:51:18,194,37,Other,City_14,76.0,False,613,Clothing_Product,Clothing,2,71.00738963,142.0147793,Cash,True,0.0,True,In-Store,0.0,Rainy,Christmas Market,3,False,2019,11,12,Tuesday,142.01477926,Mid-Age
751,2020-11-27,3:54:14,420,31,Female,City_9,44.0,False,863,Decorations_Product,Decorations,2,13.99309766,27.98619533,Online Payment,False,2.798619533,True,In-Store,0.0,Rainy,Black Friday,1,False,2020,11,27,Friday,27.98619532,Adult
752,2018-11-30,17:36:05,430,62,Female,City_19,4.0,False,733,Toys_Product,Toys,4,82.59837191,330.3934876,Online Payment,False,0.0,True,In-Store,0.0,Rainy,Christmas Market,1,False,2018,11,30,Friday,330.39348764,Senior
753,2019-12-28,1:06:19,62,21,Other,City_2,Online,True,62,Decorations_Product,Decorations,4,85.89305973,343.5722389,Cash,True,0.0,False,Overnight,5.0,Sunny,Christmas Market,2,False,2019,12,28,Saturday,343.57223892,Youth
754,2021-11-17,9:26:22,229,48,Male,City_17,Online,True,613,Toys_Product,Toys,5,23.80052764,119.0026382,Credit Card,True,0.0,False,Overnight,3.0,Sunny,No Events,5,True,2021,11,17,Wednesday,119.00263819999999,Mid-Age
755,2020-12-30,18:33:36,357,55,Other,City_20,79.0,False,547,Decorations_Product,Decorations,2,77.01952135,154.0390427,Credit Card,True,0.0,False,In-Store,0.0,Sunny,No Events,4,True,2020,12,30,Wednesday,154.0390427,Senior
756,2019-12-19,12:36:52,411,21,Other,City_14,Online,True,835,Food_Product,Food,1,81.50562371,81.50562371,Cash,False,8.150562371,True,Overnight,5.0,Sunny,Black Friday,3,True,2019,12,19,Thursday,81.50562371,Youth
757,2021-11-25,2:15:46,242,38,Male,City_5,Online,True,601,Decorations_Product,Decorations,1,67.7748129,67.7748129,Online Payment,True,6.77748129,False,Express,4.0,Snowy,Black Friday,2,True,2021,11,25,Thursday,67.7748129,Mid-Age
758,2022-11-13,12:42:40,380,25,Female,City_11,Online,True,482,Toys_Product,Toys,5,44.53494695,222.6747347,Credit Card,True,0.0,True,Express,5.0,Sunny,Christmas Market,5,False,2022,11,13,Sunday,222.67473475,Youth
759,2019-11-13,17:02:32,364,57,Other,City_13,Online,True,421,Clothing_Product,Clothing,2,55.18042089,110.3608418,Online Payment,False,11.03608418,True,Express,1.0,Rainy,Black Friday,4,True,2019,11,13,Wednesday,110.36084178,Senior
760,2022-11-13,5:58:15,318,58,Female,City_9,61.0,False,660,Electronics_Product,Electronics,3,77.20748828,231.6224648,Credit Card,False,23.16224648,False,In-Store,0.0,Snowy,Black Friday,2,False,2022,11,13,Sunday,231.62246484000002,Senior
761,2020-11-12,0:32:15,154,50,Female,City_9,65.0,False,198,Clothing_Product,Clothing,4,25.06261763,100.2504705,Credit Card,False,10.02504705,False,In-Store,0.0,Snowy,Black Friday,5,False,2020,11,12,Thursday,100.25047052,Mid-Age
762,2022-12-25,5:38:43,251,33,Male,City_15,Online,True,892,Food_Product,Food,4,97.66739526,390.6695811,Cash,True,39.06695811,True,Overnight,2.0,Snowy,Black Friday,1,False,2022,12,25,Sunday,390.66958104,Adult
763,2021-12-10,20:39:18,429,27,Other,City_1,99.0,False,706,Food_Product,Food,5,77.09231226,385.4615613,Debit Card,False,0.0,True,In-Store,0.0,Rainy,Christmas Market,2,True,2021,12,10,Friday,385.46156129999997,Adult
764,2019-12-04,8:14:35,306,56,Other,City_20,Online,True,387,Clothing_Product,Clothing,5,25.02843837,125.1421918,Cash,False,0.0,True,Overnight,4.0,Sunny,No Events,4,False,2019,12,4,Wednesday,125.14219185,Senior
765,2023-11-26,13:01:14,124,45,Male,City_1,Online,True,133,Decorations_Product,Decorations,2,22.76363241,45.52726481,Debit Card,True,4.552726481,False,Express,5.0,Rainy,Black Friday,3,True,2023,11,26,Sunday,45.52726482,Mid-Age
766,2018-12-16,3:47:13,196,51,Other,City_2,2.0,False,25,Decorations_Product,Decorations,2,32.82828314,65.65656628,Online Payment,True,6.565656628,True,In-Store,0.0,Snowy,Black Friday,3,True,2018,12,16,Sunday,65.65656628,Senior
767,2020-12-10,5:53:43,494,36,Other,City_11,92.0,False,117,Clothing_Product,Clothing,3,65.99094278,197.9728283,Online Payment,True,19.79728283,False,In-Store,0.0,Snowy,Black Friday,1,True,2020,12,10,Thursday,197.97282833999998,Mid-Age
768,2019-12-04,20:12:16,418,21,Female,City_6,Online,True,908,Clothing_Product,Clothing,2,54.35361715,108.7072343,Online Payment,True,0.0,True,Express,1.0,Sunny,No Events,5,True,2019,12,4,Wednesday,108.7072343,Youth
769,2018-12-30,23:15:52,228,64,Other,City_20,68.0,False,79,Toys_Product,Toys,2,99.39485593,198.7897119,Online Payment,True,0.0,False,In-Store,0.0,Sunny,No Events,4,True,2018,12,30,Sunday,198.78971186,Senior
770,2023-12-21,8:02:02,441,26,Other,City_10,99.0,False,768,Food_Product,Food,4,23.15507451,92.62029806,Online Payment,False,0.0,True,In-Store,0.0,Sunny,No Events,4,False,2023,12,21,Thursday,92.62029804,Adult
771,2022-11-15,7:02:30,299,34,Male,City_11,Online,True,634,Food_Product,Food,3,57.75962415,173.2788725,Cash,True,0.0,True,Overnight,4.0,Sunny,Christmas Market,3,False,2022,11,15,Tuesday,173.27887245,Adult
772,2020-12-25,17:01:24,420,44,Male,City_5,Online,True,232,Electronics_Product,Electronics,2,80.18387141,160.3677428,Credit Card,True,0.0,False,Overnight,4.0,Snowy,No Events,3,True,2020,12,25,Friday,160.36774282,Mid-Age
773,2021-11-02,16:22:58,434,67,Other,City_13,Online,True,213,Food_Product,Food,4,16.81248325,67.24993298,Credit Card,True,6.724993298,False,Overnight,1.0,Rainy,Black Friday,1,False,2021,11,2,Tuesday,67.249933,Senior
774,2020-12-28,19:41:05,306,44,Other,City_15,Online,True,656,Clothing_Product,Clothing,4,59.93595932,239.7438373,Credit Card,False,0.0,False,Standard,5.0,Sunny,Christmas Market,5,True,2020,12,28,Monday,239.74383728,Mid-Age
775,2018-11-27,8:39:04,70,42,Male,City_11,28.0,False,177,Food_Product,Food,2,51.46168477,102.9233695,Online Payment,True,10.29233695,True,In-Store,0.0,Sunny,Black Friday,5,False,2018,11,27,Tuesday,102.92336954,Mid-Age
776,2019-12-14,22:07:18,166,25,Female,City_20,33.0,False,517,Decorations_Product,Decorations,5,55.57211243,277.8605621,Cash,True,27.78605621,True,In-Store,0.0,Rainy,Black Friday,4,False,2019,12,14,Saturday,277.86056214999996,Youth
777,2021-11-19,18:34:44,65,55,Other,City_7,Online,True,360,Food_Product,Food,5,62.47658065,312.3829032,Credit Card,True,0.0,True,Standard,4.0,Snowy,No Events,3,False,2021,11,19,Friday,312.38290325,Senior
778,2021-11-18,8:48:16,176,66,Male,City_2,Online,True,387,Decorations_Product,Decorations,3,97.22951503,291.6885451,Online Payment,True,0.0,True,Overnight,4.0,Snowy,Christmas Market,5,True,2021,11,18,Thursday,291.68854509,Senior
779,2018-11-02,8:28:08,139,41,Male,City_19,Online,True,780,Decorations_Product,Decorations,4,84.50133547,338.0053419,Debit Card,True,33.80053419,False,Standard,5.0,Sunny,Black Friday,4,True,2018,11,2,Friday,338.00534188,Mid-Age
780,2020-11-08,0:05:03,367,18,Male,City_13,Online,True,991,Toys_Product,Toys,3,14.46682251,43.40046753,Online Payment,True,0.0,True,Standard,4.0,Rainy,Christmas Market,1,False,2020,11,8,Sunday,43.40046753,Teen
781,2018-11-29,1:10:45,398,61,Other,City_12,42.0,False,684,Toys_Product,Toys,3,68.03356833,204.100705,Debit Card,False,20.4100705,True,In-Store,0.0,Rainy,Black Friday,4,True,2018,11,29,Thursday,204.10070499,Senior
782,2023-12-25,7:18:46,342,49,Male,City_2,39.0,False,149,Food_Product,Food,2,16.49012263,32.98024526,Debit Card,True,0.0,False,In-Store,0.0,Snowy,No Events,1,True,2023,12,25,Monday,32.98024526,Mid-Age
783,2021-12-28,21:20:43,105,42,Other,City_13,15.0,False,280,Decorations_Product,Decorations,4,45.1205234,180.4820936,Credit Card,False,18.04820936,False,In-Store,0.0,Snowy,Black Friday,1,False,2021,12,28,Tuesday,180.4820936,Mid-Age
784,2023-11-10,8:43:08,383,45,Other,City_17,Online,True,541,Electronics_Product,Electronics,3,66.81494257,200.4448277,Online Payment,True,0.0,False,Express,1.0,Snowy,No Events,1,True,2023,11,10,Friday,200.44482771,Mid-Age
785,2020-12-15,6:48:17,318,30,Male,City_1,24.0,False,831,Electronics_Product,Electronics,4,81.53456491,326.1382596,Cash,True,0.0,False,In-Store,0.0,Rainy,Christmas Market,1,False,2020,12,15,Tuesday,326.13825964,Adult
786,2022-11-26,13:12:48,488,26,Male,City_3,Online,True,492,Food_Product,Food,3,78.98743338,236.9623002,Cash,True,23.69623002,True,Overnight,2.0,Sunny,Black Friday,1,False,2022,11,26,Saturday,236.96230014,Adult
787,2023-11-11,1:08:09,272,70,Other,City_16,Online,True,724,Toys_Product,Toys,1,42.0844468,42.0844468,Credit Card,False,0.0,False,Express,4.0,Rainy,Christmas Market,3,False,2023,11,11,Saturday,42.0844468,Senior
788,2021-12-21,20:28:58,427,55,Other,City_7,38.0,False,800,Toys_Product,Toys,5,57.25749061,286.2874531,Online Payment,True,0.0,False,In-Store,0.0,Sunny,No Events,2,True,2021,12,21,Tuesday,286.28745305,Senior
789,2022-11-08,6:01:08,137,51,Male,City_13,Online,True,29,Clothing_Product,Clothing,2,40.16571912,80.33143823,Online Payment,True,0.0,True,Express,4.0,Sunny,No Events,5,False,2022,11,8,Tuesday,80.33143824,Senior
790,2019-11-18,20:27:43,269,65,Male,City_7,Online,True,683,Toys_Product,Toys,5,98.87635371,494.3817686,Credit Card,True,49.43817686,True,Standard,1.0,Sunny,Black Friday,3,True,2019,11,18,Monday,494.38176855,Senior
791,2021-12-08,10:12:30,115,69,Female,City_4,Online,True,569,Clothing_Product,Clothing,2,57.4703433,114.9406866,Online Payment,False,0.0,True,Standard,4.0,Sunny,No Events,5,True,2021,12,8,Wednesday,114.9406866,Senior
792,2022-11-08,7:28:27,232,45,Female,City_11,30.0,False,442,Clothing_Product,Clothing,2,27.26666806,54.53333611,Cash,False,0.0,True,In-Store,0.0,Rainy,No Events,1,False,2022,11,8,Tuesday,54.53333612,Mid-Age
793,2018-11-09,7:23:18,158,29,Male,City_20,95.0,False,932,Toys_Product,Toys,3,66.20288861,198.6086658,Online Payment,False,0.0,True,In-Store,0.0,Rainy,No Events,5,True,2018,11,9,Friday,198.60866583,Adult
794,2018-11-20,11:58:24,449,33,Male,City_6,5.0,False,932,Toys_Product,Toys,1,33.6760927,33.6760927,Debit Card,True,3.36760927,False,In-Store,0.0,Rainy,Black Friday,1,False,2018,11,20,Tuesday,33.6760927,Adult
795,2018-11-11,9:12:45,72,22,Male,City_20,4.0,False,577,Clothing_Product,Clothing,1,93.3968732,93.3968732,Online Payment,False,0.0,True,In-Store,0.0,Snowy,Christmas Market,3,True,2018,11,11,Sunday,93.3968732,Youth
796,2023-11-29,0:07:45,232,49,Other,City_20,100.0,False,286,Food_Product,Food,4,18.35539786,73.42159146,Debit Card,False,7.342159146,True,In-Store,0.0,Rainy,Black Friday,5,True,2023,11,29,Wednesday,73.42159144,Mid-Age
797,2021-11-23,4:16:48,10,61,Male,City_8,Online,True,761,Decorations_Product,Decorations,3,99.5839142,298.7517426,Credit Card,False,29.87517426,True,Overnight,3.0,Rainy,Black Friday,3,False,2021,11,23,Tuesday,298.7517426,Senior
798,2023-12-14,12:25:25,161,21,Female,City_9,Online,True,705,Electronics_Product,Electronics,1,83.14112298,83.14112298,Debit Card,True,0.0,True,Express,3.0,Sunny,No Events,3,True,2023,12,14,Thursday,83.14112298,Youth
799,2018-12-14,14:57:15,53,57,Male,City_14,Online,True,279,Toys_Product,Toys,2,15.30028601,30.60057202,Online Payment,False,3.060057202,False,Express,4.0,Sunny,Black Friday,3,True,2018,12,14,Friday,30.60057202,Senior
800,2022-12-16,19:42:33,140,49,Male,City_4,97.0,False,527,Clothing_Product,Clothing,2,58.57224087,117.1444817,Debit Card,True,0.0,False,In-Store,0.0,Sunny,No Events,1,True,2022,12,16,Friday,117.14448174,Mid-Age
801,2023-12-08,10:32:18,151,21,Other,City_7,Online,True,347,Clothing_Product,Clothing,2,74.80979844,149.6195969,Cash,True,14.96195969,False,Overnight,4.0,Sunny,Black Friday,2,False,2023,12,8,Friday,149.61959688,Youth
802,2021-11-21,23:15:55,130,34,Female,City_11,Online,True,946,Toys_Product,Toys,4,25.63419237,102.5367695,Credit Card,True,0.0,True,Standard,5.0,Sunny,No Events,4,True,2021,11,21,Sunday,102.53676948,Adult
803,2023-12-12,5:09:21,173,63,Female,City_14,Online,True,296,Toys_Product,Toys,1,74.57204098,74.57204098,Online Payment,False,0.0,True,Overnight,3.0,Rainy,Christmas Market,2,True,2023,12,12,Tuesday,74.57204098,Senior
804,2022-11-07,5:28:44,377,48,Other,City_8,Online,True,358,Clothing_Product,Clothing,3,17.65000035,52.95000105,Debit Card,True,0.0,True,Express,5.0,Rainy,No Events,2,False,2022,11,7,Monday,52.95000105,Mid-Age
805,2018-12-31,20:48:42,19,42,Male,City_12,31.0,False,327,Decorations_Product,Decorations,3,52.28769215,156.8630764,Cash,True,0.0,True,In-Store,0.0,Rainy,Christmas Market,1,False,2018,12,31,Monday,156.86307645,Mid-Age
806,2018-11-28,5:20:50,398,47,Female,City_10,22.0,False,569,Toys_Product,Toys,1,87.79308776,87.79308776,Credit Card,False,8.779308776,False,In-Store,0.0,Rainy,Black Friday,3,False,2018,11,28,Wednesday,87.79308776,Mid-Age
807,2021-12-14,15:43:01,195,23,Other,City_20,55.0,False,774,Decorations_Product,Decorations,2,37.79701542,75.59403084,Debit Card,True,0.0,False,In-Store,0.0,Rainy,No Events,4,True,2021,12,14,Tuesday,75.59403084,Youth
808,2019-11-16,10:00:28,355,55,Female,City_7,Online,True,30,Toys_Product,Toys,5,82.91112933,414.5556466,Online Payment,False,0.0,True,Standard,3.0,Sunny,Christmas Market,5,True,2019,11,16,Saturday,414.55564664999997,Senior
809,2020-11-07,6:53:02,122,39,Female,City_8,Online,True,848,Clothing_Product,Clothing,5,52.05936637,260.2968318,Cash,True,0.0,False,Overnight,4.0,Snowy,Christmas Market,3,True,2020,11,7,Saturday,260.29683185,Mid-Age
810,2019-12-15,9:12:57,8,33,Other,City_11,81.0,False,287,Electronics_Product,Electronics,3,63.43976018,190.3192805,Credit Card,True,0.0,True,In-Store,0.0,Snowy,No Events,5,False,2019,12,15,Sunday,190.31928054,Adult
811,2022-11-15,18:22:27,159,40,Male,City_19,Online,True,132,Decorations_Product,Decorations,5,23.29633781,116.4816891,Debit Card,False,0.0,True,Express,4.0,Snowy,No Events,1,True,2022,11,15,Tuesday,116.48168905,Mid-Age
812,2019-11-13,16:08:28,422,32,Other,City_9,94.0,False,426,Food_Product,Food,4,78.32670942,313.3068377,Credit Card,True,0.0,True,In-Store,0.0,Rainy,No Events,2,True,2019,11,13,Wednesday,313.30683768,Adult
813,2018-11-17,14:30:12,17,30,Male,City_4,Online,True,934,Food_Product,Food,1,42.26257171,42.26257171,Credit Card,False,4.226257171,False,Overnight,4.0,Rainy,Black Friday,1,False,2018,11,17,Saturday,42.26257171,Adult
814,2021-11-25,23:57:57,476,19,Female,City_7,Online,True,165,Food_Product,Food,3,96.94402707,290.8320812,Online Payment,False,29.08320812,True,Express,4.0,Rainy,Black Friday,3,True,2021,11,25,Thursday,290.83208121,Youth
815,2021-11-27,4:06:59,410,38,Female,City_3,Online,True,180,Clothing_Product,Clothing,4,36.3809798,145.5239192,Debit Card,True,14.55239192,False,Overnight,1.0,Sunny,Black Friday,3,False,2021,11,27,Saturday,145.5239192,Mid-Age
816,2020-11-19,20:36:46,43,33,Other,City_8,Online,True,391,Toys_Product,Toys,5,22.0723709,110.3618545,Cash,True,0.0,True,Overnight,3.0,Rainy,No Events,4,True,2020,11,19,Thursday,110.36185449999999,Adult
817,2019-12-22,8:31:51,80,27,Other,City_15,Online,True,91,Decorations_Product,Decorations,2,80.21671873,160.4334375,Cash,False,16.04334375,True,Overnight,1.0,Rainy,Black Friday,1,True,2019,12,22,Sunday,160.43343746,Adult
818,2019-11-17,15:48:19,70,48,Male,City_10,19.0,False,728,Food_Product,Food,5,20.70523799,103.52619,Cash,False,0.0,False,In-Store,0.0,Rainy,No Events,1,False,2019,11,17,Sunday,103.52618995,Mid-Age
819,2018-11-10,14:06:59,262,35,Other,City_15,Online,True,42,Food_Product,Food,5,57.67578791,288.3789395,Cash,False,28.83789395,True,Express,3.0,Rainy,Black Friday,1,False,2018,11,10,Saturday,288.37893955,Adult
820,2023-11-13,9:05:28,359,69,Female,City_13,11.0,False,646,Decorations_Product,Decorations,5,31.11732901,155.5866451,Cash,True,0.0,False,In-Store,0.0,Sunny,No Events,1,False,2023,11,13,Monday,155.58664505,Senior
821,2021-12-12,19:30:41,408,26,Female,City_16,37.0,False,855,Toys_Product,Toys,4,17.99809495,71.99237979,Online Payment,True,7.199237979,False,In-Store,0.0,Sunny,Black Friday,1,False,2021,12,12,Sunday,71.9923798,Adult
822,2020-11-08,19:33:44,382,49,Male,City_14,Online,True,445,Decorations_Product,Decorations,1,84.47067205,84.47067205,Debit Card,True,0.0,False,Standard,5.0,Sunny,Christmas Market,2,True,2020,11,8,Sunday,84.47067205,Mid-Age
823,2019-11-09,21:18:38,310,21,Other,City_8,95.0,False,142,Electronics_Product,Electronics,5,17.38967952,86.94839762,Cash,False,0.0,False,In-Store,0.0,Sunny,Christmas Market,4,True,2019,11,9,Saturday,86.9483976,Youth
824,2022-12-15,21:52:57,494,30,Female,City_15,Online,True,717,Decorations_Product,Decorations,3,53.80379044,161.4113713,Credit Card,False,0.0,True,Standard,1.0,Snowy,No Events,2,False,2022,12,15,Thursday,161.41137132,Adult
825,2018-11-05,18:25:41,399,59,Male,City_5,82.0,False,136,Electronics_Product,Electronics,1,46.22411665,46.22411665,Credit Card,False,0.0,True,In-Store,0.0,Rainy,No Events,1,True,2018,11,5,Monday,46.22411665,Senior
826,2021-12-02,0:36:38,397,62,Female,City_17,Online,True,13,Clothing_Product,Clothing,3,15.80326023,47.40978068,Online Payment,True,0.0,False,Overnight,2.0,Rainy,Christmas Market,5,True,2021,12,2,Thursday,47.40978069,Senior
827,2022-12-06,3:47:59,253,70,Male,City_3,68.0,False,711,Clothing_Product,Clothing,3,61.66922307,185.0076692,Debit Card,True,0.0,False,In-Store,0.0,Snowy,Christmas Market,5,True,2022,12,6,Tuesday,185.00766921000002,Senior
828,2022-11-18,11:37:58,464,51,Other,City_4,Online,True,787,Toys_Product,Toys,5,61.90242434,309.5121217,Credit Card,False,0.0,False,Overnight,1.0,Sunny,No Events,3,False,2022,11,18,Friday,309.5121217,Senior
829,2022-12-07,16:30:35,402,62,Male,City_9,66.0,False,881,Decorations_Product,Decorations,5,35.17070705,175.8535353,Debit Card,False,0.0,False,In-Store,0.0,Rainy,No Events,3,True,2022,12,7,Wednesday,175.85353525,Senior
830,2019-12-06,14:42:10,421,29,Female,City_20,Online,True,932,Clothing_Product,Clothing,1,35.1365325,35.1365325,Credit Card,True,0.0,True,Overnight,2.0,Snowy,Christmas Market,4,True,2019,12,6,Friday,35.1365325,Adult
831,2023-11-28,5:59:19,4,37,Female,City_15,Online,True,397,Food_Product,Food,1,51.27068367,51.27068367,Cash,True,5.127068367,True,Standard,1.0,Rainy,Black Friday,4,False,2023,11,28,Tuesday,51.27068367,Mid-Age
832,2019-12-06,4:53:17,301,63,Male,City_12,5.0,False,909,Toys_Product,Toys,4,23.25562242,93.02248968,Debit Card,False,0.0,False,In-Store,0.0,Snowy,No Events,3,True,2019,12,6,Friday,93.02248968,Senior
833,2022-11-03,9:10:33,172,62,Other,City_3,Online,True,290,Clothing_Product,Clothing,4,70.32239139,281.2895656,Credit Card,False,28.12895656,True,Standard,2.0,Snowy,Black Friday,3,False,2022,11,3,Thursday,281.28956556,Senior
834,2020-12-16,19:22:25,32,38,Other,City_8,Online,True,779,Decorations_Product,Decorations,2,70.04671467,140.0934293,Debit Card,True,14.00934293,True,Standard,2.0,Snowy,Black Friday,5,False,2020,12,16,Wednesday,140.09342934,Mid-Age
835,2021-11-25,17:16:21,381,33,Other,City_1,36.0,False,641,Clothing_Product,Clothing,2,74.75751157,149.5150231,Credit Card,False,14.95150231,True,In-Store,0.0,Snowy,Black Friday,5,True,2021,11,25,Thursday,149.51502314,Adult
836,2020-12-16,14:34:01,499,60,Female,City_10,33.0,False,606,Decorations_Product,Decorations,1,55.68075419,55.68075419,Debit Card,True,0.0,True,In-Store,0.0,Snowy,No Events,4,False,2020,12,16,Wednesday,55.68075419,Senior
837,2023-11-26,10:10:04,288,25,Other,City_18,52.0,False,535,Decorations_Product,Decorations,4,18.13272792,72.53091166,Debit Card,True,7.253091166,False,In-Store,0.0,Rainy,Black Friday,4,False,2023,11,26,Sunday,72.53091168,Youth
838,2020-11-13,10:49:22,21,41,Other,City_13,Online,True,867,Toys_Product,Toys,5,61.58431916,307.9215958,Cash,False,30.79215958,True,Express,1.0,Snowy,Black Friday,2,False,2020,11,13,Friday,307.9215958,Mid-Age
839,2023-12-08,7:54:36,149,54,Male,City_9,Online,True,306,Electronics_Product,Electronics,5,23.84090311,119.2045155,Credit Card,False,11.92045155,True,Standard,3.0,Snowy,Black Friday,4,True,2023,12,8,Friday,119.20451555,Senior
840,2023-12-29,15:03:24,458,40,Other,City_6,Online,True,889,Electronics_Product,Electronics,3,45.31097262,135.9329179,Online Payment,False,13.59329179,True,Express,4.0,Snowy,Black Friday,4,True,2023,12,29,Friday,135.93291786,Mid-Age
841,2022-12-21,18:43:46,413,38,Male,City_13,Online,True,968,Food_Product,Food,5,87.46870858,437.3435429,Online Payment,False,0.0,False,Express,1.0,Snowy,Christmas Market,1,False,2022,12,21,Wednesday,437.3435429,Mid-Age
842,2021-11-13,1:27:26,311,41,Other,City_9,Online,True,626,Clothing_Product,Clothing,4,95.7516415,383.006566,Debit Card,True,38.3006566,True,Overnight,4.0,Sunny,Black Friday,3,True,2021,11,13,Saturday,383.006566,Mid-Age
843,2018-12-18,13:07:18,190,57,Male,City_11,82.0,False,483,Clothing_Product,Clothing,2,93.89845119,187.7969024,Credit Card,False,0.0,False,In-Store,0.0,Sunny,No Events,1,False,2018,12,18,Tuesday,187.79690238,Senior
844,2021-11-29,7:12:28,458,53,Other,City_17,Online,True,342,Food_Product,Food,1,86.06545801,86.06545801,Debit Card,False,8.606545801,False,Express,3.0,Sunny,Black Friday,3,False,2021,11,29,Monday,86.06545801,Senior
845,2019-11-07,14:29:36,248,28,Female,City_12,89.0,False,802,Clothing_Product,Clothing,5,19.84366117,99.21830583,Debit Card,False,0.0,False,In-Store,0.0,Snowy,No Events,5,False,2019,11,7,Thursday,99.21830585000001,Adult
846,2021-12-23,20:06:25,455,42,Male,City_5,50.0,False,970,Electronics_Product,Electronics,4,56.12354278,224.4941711,Cash,True,0.0,False,In-Store,0.0,Rainy,No Events,2,False,2021,12,23,Thursday,224.49417112,Mid-Age
847,2022-11-04,15:51:37,458,50,Male,City_16,Online,True,507,Electronics_Product,Electronics,3,10.60989653,31.82968959,Cash,True,0.0,True,Standard,1.0,Sunny,No Events,4,True,2022,11,4,Friday,31.82968959,Mid-Age
848,2023-11-06,3:32:40,190,37,Female,City_11,Online,True,942,Decorations_Product,Decorations,4,35.6620066,142.6480264,Debit Card,True,14.26480264,False,Standard,5.0,Sunny,Black Friday,5,True,2023,11,6,Monday,142.6480264,Mid-Age
849,2021-12-29,15:52:10,456,68,Male,City_15,Online,True,782,Clothing_Product,Clothing,1,10.44603638,10.44603638,Credit Card,False,1.044603638,True,Express,4.0,Sunny,Black Friday,1,False,2021,12,29,Wednesday,10.44603638,Senior
850,2019-11-27,12:47:50,294,20,Female,City_18,Online,True,867,Decorations_Product,Decorations,2,74.09547588,148.1909518,Online Payment,False,14.81909518,True,Overnight,3.0,Snowy,Black Friday,2,True,2019,11,27,Wednesday,148.19095176,Youth
